t1,time,Gap before measurement (min),date
2022-07-27 00:59:39.978,2022-07-27 00:58:00,1,2022-07-27
2022-07-27 08:55:13.486,2022-07-27 08:55:00,0,2022-07-27
2022-07-27 23:19:37.681,2022-07-27 23:16:00,3,2022-07-27
2022-07-28 13:18:25.903,2022-07-28 13:18:00,0,2022-07-28
2022-07-28 13:19:53.160,2022-07-28 13:19:00,0,2022-07-28
2022-07-29 07:29:44.102,2022-07-29 07:29:00,0,2022-07-29
2022-07-29 07:31:22.841,2022-07-29 07:29:00,2,2022-07-29
2022-07-29 23:46:26.498,2022-07-29 23:45:00,1,2022-07-29
2022-08-05 07:09:40.528,2022-08-05 07:08:00,1,2022-08-05
2022-08-09 11:53:50.000,2022-08-09 11:53:00,0,2022-08-09
2022-08-13 23:49:59.408,2022-08-13 23:46:00,3,2022-08-13
2022-08-13 23:50:57.069,2022-08-13 23:50:00,0,2022-08-13
2022-08-15 16:44:57.969,2022-08-15 16:44:00,0,2022-08-15
2022-08-15 21:07:20.206,2022-08-15 21:07:00,0,2022-08-15
2022-08-16 06:32:50.929,2022-08-16 06:32:00,0,2022-08-16
2022-08-16 11:11:41.618,2022-08-16 11:11:00,0,2022-08-16
2022-08-16 11:13:00.049,2022-08-16 11:13:00,0,2022-08-16
2022-08-22 20:27:34.686,2022-08-22 20:27:00,0,2022-08-22
2022-08-29 05:19:22.544,2022-08-29 05:19:00,0,2022-08-29
2022-08-29 06:06:40.699,2022-08-29 06:04:00,2,2022-08-29
2022-08-29 06:44:54.988,2022-08-29 06:44:00,0,2022-08-29
2022-08-29 09:50:50.426,2022-08-29 09:50:00,0,2022-08-29
2022-09-02 01:01:26.514,2022-09-02 01:01:00,0,2022-09-02
2022-09-05 08:33:14.206,2022-09-05 08:33:00,0,2022-09-05
2022-09-05 08:34:25.645,2022-09-05 08:34:00,0,2022-09-05
2022-09-07 03:05:24.837,2022-09-07 03:05:00,0,2022-09-07
2022-09-08 21:09:11.750,2022-09-08 21:09:00,0,2022-09-08
2022-09-10 12:37:49.203,2022-09-10 12:36:00,1,2022-09-10
2022-09-14 07:48:40.741,2022-09-14 07:48:00,0,2022-09-14
2022-09-17 08:19:42.569,2022-09-17 08:19:00,0,2022-09-17
2022-09-17 15:04:53.200,2022-09-17 15:03:00,1,2022-09-17
2022-09-24 09:37:26.627,2022-09-24 09:36:00,1,2022-09-24
2022-10-01 16:27:24.986,2022-10-01 16:27:00,0,2022-10-01
2022-10-02 22:19:33.133,2022-10-02 22:19:00,0,2022-10-02
2022-10-03 21:25:27.023,2022-10-02 23:59:00,1286,2022-10-03
2022-10-05 01:23:47.884,2022-10-05 01:23:00,0,2022-10-05
2022-10-09 00:56:27.037,2022-10-09 00:56:00,0,2022-10-09
2022-10-09 15:39:52.550,2022-10-09 15:39:00,0,2022-10-09
2022-10-20 13:26:26.963,2022-10-20 13:26:00,0,2022-10-20
2022-10-21 20:18:09.316,2022-10-21 20:18:00,0,2022-10-21
2022-10-22 06:10:17.778,2022-10-22 06:10:00,0,2022-10-22
2022-10-23 15:43:17.480,2022-10-23 15:43:00,0,2022-10-23
2022-11-19 08:40:53.944,2022-11-19 08:40:00,0,2022-11-19
2022-11-19 20:03:11.360,2022-11-19 20:03:00,0,2022-11-19
2022-11-22 13:53:46.399,2022-11-22 13:53:00,0,2022-11-22
2022-11-24 13:59:02.472,2022-11-24 13:59:00,0,2022-11-24
2022-11-25 20:32:03.238,2022-11-25 20:32:00,0,2022-11-25
2022-11-26 14:31:33.387,2022-11-26 14:31:00,0,2022-11-26
2022-11-27 04:35:57.880,2022-11-27 04:35:00,0,2022-11-27
2022-11-27 18:24:42.572,2022-11-27 18:24:00,0,2022-11-27
2022-11-27 20:18:34.152,2022-11-27 20:18:00,0,2022-11-27
2022-11-27 20:56:50.226,2022-11-27 20:56:00,0,2022-11-27
2022-11-28 01:33:37.979,2022-11-28 01:33:00,0,2022-11-28
2022-11-28 08:43:06.299,2022-11-28 08:43:00,0,2022-11-28
2022-11-30 03:59:35.683,2022-11-30 03:59:00,0,2022-11-30
2022-11-30 12:35:43.337,2022-11-30 12:35:00,0,2022-11-30
2022-11-30 14:58:58.645,2022-11-30 14:58:00,0,2022-11-30
2022-11-30 19:35:31.090,2022-11-30 19:35:00,0,2022-11-30
2022-12-03 23:21:00.060,2022-12-03 23:21:00,0,2022-12-03
2022-12-06 11:24:28.812,2022-12-06 11:23:00,1,2022-12-06
2022-12-06 20:47:48.223,2022-12-06 20:47:00,0,2022-12-06
2022-12-07 09:48:56.979,2022-12-07 09:48:00,0,2022-12-07
2022-12-11 07:13:36.349,2022-12-11 07:12:00,1,2022-12-11
2022-12-11 18:08:04.842,2022-12-11 18:08:00,0,2022-12-11
2022-12-11 22:25:26.740,2022-12-11 22:22:00,3,2022-12-11
2022-12-12 20:41:01.278,2022-12-12 20:37:00,4,2022-12-12
2022-12-13 11:44:41.796,2022-12-13 11:33:00,11,2022-12-13
2022-12-14 14:29:04.322,2022-12-14 14:29:00,0,2022-12-14
2022-12-15 14:15:07.707,2022-12-15 14:14:00,1,2022-12-15
2022-12-15 20:33:54.750,2022-12-15 20:31:00,2,2022-12-15
2022-12-16 09:13:59.972,2022-12-16 09:13:00,0,2022-12-16
2022-12-16 11:13:09.322,2022-12-16 11:12:00,1,2022-12-16
2022-12-17 02:41:52.176,2022-12-17 02:41:00,0,2022-12-17
2022-12-18 01:57:42.713,2022-12-18 01:57:00,0,2022-12-18
2022-12-18 18:20:36.185,2022-12-18 18:20:00,0,2022-12-18
2022-12-19 08:28:29.658,2022-12-19 08:28:00,0,2022-12-19
2022-12-19 22:00:00.176,2022-12-19 22:00:00,0,2022-12-19
2022-12-20 04:40:23.448,2022-12-20 04:39:00,1,2022-12-20
2022-12-20 07:19:16.938,2022-12-20 07:19:00,0,2022-12-20
2022-12-21 02:43:12.082,2022-12-21 02:43:00,0,2022-12-21
2022-12-21 04:55:13.344,2022-12-21 04:55:00,0,2022-12-21
2022-12-21 07:11:24.172,2022-12-21 07:11:00,0,2022-12-21
2022-12-22 03:28:21.289,2022-12-22 03:28:00,0,2022-12-22
2022-12-22 11:00:50.283,2022-12-22 11:00:00,0,2022-12-22
2022-12-22 12:50:37.228,2022-12-22 12:50:00,0,2022-12-22
2022-12-23 11:17:22.541,2022-12-23 11:17:00,0,2022-12-23
2022-12-23 11:59:49.413,2022-12-23 11:59:00,0,2022-12-23
2022-12-23 16:51:17.645,2022-12-23 16:51:00,0,2022-12-23
2022-12-23 18:29:57.956,2022-12-23 18:29:00,0,2022-12-23
2022-12-23 23:50:16.722,2022-12-23 23:50:00,0,2022-12-23
2022-12-24 15:12:47.347,2022-12-24 15:11:00,1,2022-12-24
2022-12-25 16:04:04.972,2022-12-25 16:03:00,1,2022-12-25
2022-12-26 09:10:23.848,2022-12-26 09:10:00,0,2022-12-26
2022-12-26 15:10:04.972,2022-12-26 15:10:00,0,2022-12-26
2022-12-28 04:45:42.125,2022-12-28 04:45:00,0,2022-12-28
2022-12-29 15:23:12.805,2022-12-29 15:22:00,1,2022-12-29
2022-12-29 17:45:08.236,2022-12-29 17:44:00,1,2022-12-29
2022-12-30 08:57:47.347,2022-12-30 08:57:00,0,2022-12-30
2022-12-31 07:13:51.264,2022-12-31 07:13:00,0,2022-12-31
2022-12-31 11:03:42.125,2022-12-31 10:57:00,6,2022-12-31
2022-12-31 18:51:40.819,2022-12-31 18:49:00,2,2022-12-31
2023-01-02 02:17:24.259,2023-01-02 02:17:00,0,2023-01-02
2023-01-02 04:28:46.368,2023-01-02 04:27:00,1,2023-01-02
2023-01-03 10:46:22.419,2023-01-03 10:45:00,1,2023-01-03
2023-01-03 17:52:19.466,2023-01-03 17:52:00,0,2023-01-03
2023-01-04 02:08:00.741,2023-01-04 02:08:00,0,2023-01-04
2023-01-04 08:53:25.021,2023-01-04 08:53:00,0,2023-01-04
2023-01-05 04:04:08.905,2023-01-05 04:04:00,0,2023-01-05
2023-01-06 14:19:38.534,2023-01-06 14:19:00,0,2023-01-06
2023-01-07 01:04:16.794,2023-01-07 01:03:00,1,2023-01-07
2023-01-07 21:33:34.387,2023-01-07 21:33:00,0,2023-01-07
2023-01-08 11:37:14.823,2023-01-08 11:37:00,0,2023-01-08
2023-01-08 11:44:49.720,2023-01-08 11:44:00,0,2023-01-08
2023-01-08 14:29:35.036,2023-01-08 14:29:00,0,2023-01-08
2023-01-08 23:12:42.332,2023-01-08 23:12:00,0,2023-01-08
2023-01-21 12:53:49.400,2023-01-21 12:53:00,0,2023-01-21
2023-01-23 22:16:26.962,2023-01-23 22:16:00,0,2023-01-23
2023-02-06 15:05:00.000,2023-02-06 15:02:00,3,2023-02-06
2023-02-15 23:50:08.975,2023-02-15 23:50:00,0,2023-02-15
2023-02-17 07:13:27.902,2023-02-17 07:13:00,0,2023-02-17
2023-02-22 03:24:00.798,2023-02-22 03:24:00,0,2023-02-22
2023-02-25 22:07:38.337,2023-02-25 22:07:00,0,2023-02-25
2023-02-27 12:03:58.534,2023-02-27 12:03:00,0,2023-02-27
2023-02-27 15:11:03.838,2023-02-27 15:11:00,0,2023-02-27
2023-02-27 22:23:00.257,2023-02-27 22:21:00,2,2023-02-27
2023-02-28 08:42:47.943,2023-02-28 08:42:00,0,2023-02-28
2023-03-01 04:48:12.694,2023-03-01 04:48:00,0,2023-03-01
2023-03-01 23:41:16.380,2023-03-01 23:41:00,0,2023-03-01
2023-03-02 12:51:45.641,2023-03-02 12:51:00,0,2023-03-02
2023-03-02 14:07:08.717,2023-03-02 14:05:00,2,2023-03-02
2023-03-03 16:46:02.150,2023-03-03 16:46:00,0,2023-03-03
2023-03-04 16:13:11.098,2023-03-04 16:13:00,0,2023-03-04
2023-03-05 21:26:41.989,2023-03-05 21:26:00,0,2023-03-05
2023-03-06 08:25:05.595,2023-03-06 08:25:00,0,2023-03-06
2023-03-06 15:36:58.706,2023-03-06 15:36:00,0,2023-03-06
2023-03-07 11:26:38.040,2023-03-07 11:26:00,0,2023-03-07
2023-03-07 22:36:32.299,2023-03-07 22:34:00,2,2023-03-07
2023-03-08 03:36:38.295,2023-03-08 03:36:00,0,2023-03-08
2023-03-08 05:07:04.446,2023-03-08 05:07:00,0,2023-03-08
2023-03-09 07:20:58.111,2023-03-09 07:20:00,0,2023-03-09
2023-03-10 02:05:48.075,2023-03-10 02:02:00,3,2023-03-10
2023-03-10 20:58:29.705,2023-03-10 20:58:00,0,2023-03-10
2023-03-11 05:09:44.631,2023-03-11 05:07:00,2,2023-03-11
2023-03-11 06:00:34.595,2023-03-11 06:00:00,0,2023-03-11
2023-03-11 07:38:08.393,2023-03-11 07:38:00,0,2023-03-11
2023-03-13 03:09:22.250,2023-03-13 03:09:00,0,2023-03-13
2023-03-14 11:28:50.382,2023-03-14 11:28:00,0,2023-03-14
2023-03-14 11:48:56.886,2023-03-14 11:48:00,0,2023-03-14
2023-03-19 16:53:43.612,2023-03-19 16:53:00,0,2023-03-19
2023-03-20 19:14:00.225,2023-03-20 19:14:00,0,2023-03-20
2023-03-20 22:58:03.294,2023-03-20 22:58:00,0,2023-03-20
2023-04-11 12:56:22.951,2023-04-11 12:55:00,1,2023-04-11
2023-04-11 17:09:55.977,2023-04-11 17:09:00,0,2023-04-11
2023-04-12 03:33:26.784,2023-04-12 03:33:00,0,2023-04-12
2023-04-12 10:50:03.972,2023-04-12 10:50:00,0,2023-04-12
2023-04-13 01:20:12.230,2023-04-13 01:20:00,0,2023-04-13
2023-04-13 12:32:52.313,2023-04-13 12:31:00,1,2023-04-13
2023-04-14 00:26:31.522,2023-04-14 00:25:00,1,2023-04-14
2023-04-14 05:53:13.878,2023-04-14 05:53:00,0,2023-04-14
2023-04-14 15:35:36.445,2023-04-14 15:35:00,0,2023-04-14
2023-04-16 12:47:45.701,2023-04-16 12:47:00,0,2023-04-16
2023-04-17 04:35:35.861,2023-04-17 04:35:00,0,2023-04-17
2023-04-17 18:37:01.848,2023-04-17 18:37:00,0,2023-04-17
2023-04-19 00:43:36.849,2023-04-19 00:43:00,0,2023-04-19
2023-04-19 02:41:54.972,2023-04-19 02:41:00,0,2023-04-19
2023-04-20 10:52:10.460,2023-04-20 10:51:00,1,2023-04-20
2023-04-21 04:24:59.652,2023-04-21 04:21:00,3,2023-04-21
2023-04-21 21:50:10.251,2023-04-21 21:50:00,0,2023-04-21
2023-04-23 01:03:02.717,2023-04-23 01:03:00,0,2023-04-23
2023-04-24 04:54:00.618,2023-04-24 04:54:00,0,2023-04-24
2023-04-24 12:29:18.408,2023-04-24 12:27:00,2,2023-04-24
2023-04-25 04:33:38.224,2023-04-25 04:33:00,0,2023-04-25
2023-04-25 05:35:02.334,2023-04-25 05:34:00,1,2023-04-25
2023-04-26 10:52:26.340,2023-04-26 10:51:00,1,2023-04-26
2023-04-26 11:22:36.689,2023-04-26 11:22:00,0,2023-04-26
2023-04-26 11:43:38.156,2023-04-26 11:40:00,3,2023-04-26
2023-04-27 11:27:27.393,2023-04-27 11:27:00,0,2023-04-27
2023-04-28 22:37:04.374,2023-04-28 22:37:00,0,2023-04-28
2023-04-30 16:29:55.623,2023-04-30 16:29:00,0,2023-04-30
2023-04-30 20:44:55.623,2023-04-30 20:44:00,0,2023-04-30
2023-04-30 21:25:37.487,2023-04-30 21:24:00,1,2023-04-30
2023-05-01 19:06:31.480,2023-05-01 19:05:00,1,2023-05-01
2023-05-02 02:34:08.865,2023-05-02 02:33:00,1,2023-05-02
2023-05-03 07:01:19.103,2023-05-03 07:00:00,1,2023-05-03
2023-05-04 04:54:20.123,2023-05-04 04:51:00,3,2023-05-04
2023-05-04 22:33:28.677,2023-05-04 22:30:00,3,2023-05-04
2023-05-05 04:23:00.651,2023-05-05 04:23:00,0,2023-05-05
2023-05-06 00:48:03.021,2023-05-06 00:44:00,4,2023-05-06
2023-05-06 12:22:47.486,2023-05-06 12:19:00,3,2023-05-06
2023-05-08 08:34:40.911,2023-05-08 08:34:00,0,2023-05-08
2023-05-10 20:21:00.629,2023-05-10 20:21:00,0,2023-05-10
2023-05-11 00:12:35.500,2023-05-11 00:12:00,0,2023-05-11
2023-05-11 16:56:27.880,2023-05-11 16:56:00,0,2023-05-11
2023-05-11 21:17:07.654,2023-05-11 21:17:00,0,2023-05-11
2023-05-12 04:32:02.471,2023-05-12 04:32:00,0,2023-05-12
2023-05-13 05:19:58.390,2023-05-13 05:17:00,2,2023-05-13
2023-05-13 05:36:57.949,2023-05-13 05:35:00,1,2023-05-13
2023-05-13 21:31:39.194,2023-05-13 21:30:00,1,2023-05-13
2023-05-14 04:16:07.062,2023-05-14 04:16:00,0,2023-05-14
2023-05-14 08:58:05.785,2023-05-14 08:57:00,1,2023-05-14
2023-05-14 17:55:21.321,2023-05-14 17:55:00,0,2023-05-14
2023-05-14 23:47:56.983,2023-05-14 23:47:00,0,2023-05-14
2023-05-16 01:41:25.905,2023-05-16 01:41:00,0,2023-05-16
2023-05-16 07:53:53.676,2023-05-16 07:53:00,0,2023-05-16
2023-05-16 09:16:45.314,2023-05-16 09:16:00,0,2023-05-16
2023-05-16 10:21:53.276,2023-05-16 10:21:00,0,2023-05-16
2023-05-16 21:35:00.649,2023-05-16 21:35:00,0,2023-05-16
2023-05-17 00:39:03.920,2023-05-17 00:39:00,0,2023-05-17
2023-05-17 18:56:43.931,2023-05-17 18:56:00,0,2023-05-17
2023-05-18 21:37:49.228,2023-05-18 21:34:00,3,2023-05-18
2023-05-19 13:26:48.773,2023-05-19 13:26:00,0,2023-05-19
2023-05-21 22:49:16.078,2023-05-21 22:49:00,0,2023-05-21
2023-05-22 19:52:06.810,2023-05-22 19:52:00,0,2023-05-22
2023-05-22 20:40:00.644,2023-05-22 20:40:00,0,2023-05-22
2023-05-23 03:07:48.833,2023-05-23 03:07:00,0,2023-05-23
2023-05-25 00:15:27.674,2023-05-25 00:15:00,0,2023-05-25
2023-05-25 00:30:58.935,2023-05-25 00:30:00,0,2023-05-25
2023-05-25 14:19:40.844,2023-05-25 14:19:00,0,2023-05-25
2023-05-25 20:35:31.649,2023-05-25 20:35:00,0,2023-05-25
2023-05-26 04:35:45.506,2023-05-26 04:35:00,0,2023-05-26
2023-05-26 10:58:43.636,2023-05-26 10:58:00,0,2023-05-26
2023-05-26 13:12:56.672,2023-05-26 13:12:00,0,2023-05-26
2023-05-26 19:59:37.517,2023-05-26 19:58:00,1,2023-05-26
2023-05-26 20:14:36.872,2023-05-26 20:13:00,1,2023-05-26
2023-05-27 00:54:17.057,2023-05-27 00:54:00,0,2023-05-27
2023-05-27 05:48:41.918,2023-05-27 05:48:00,0,2023-05-27
2023-05-27 08:21:52.818,2023-05-27 08:21:00,0,2023-05-27
2023-05-27 12:33:19.013,2023-05-27 12:33:00,0,2023-05-27
2023-05-27 19:59:08.617,2023-05-27 19:59:00,0,2023-05-27
2023-05-28 03:34:53.507,2023-05-28 03:32:00,2,2023-05-28
2023-05-29 05:08:41.254,2023-05-29 05:08:00,0,2023-05-29
2023-05-29 08:44:09.899,2023-05-29 08:44:00,0,2023-05-29
2023-05-29 20:19:44.611,2023-05-29 20:19:00,0,2023-05-29
2023-05-30 01:13:20.907,2023-05-30 01:11:00,2,2023-05-30
2023-05-30 04:42:24.733,2023-05-30 04:39:00,3,2023-05-30
2023-05-30 09:11:19.546,2023-05-30 09:10:00,1,2023-05-30
2023-05-31 02:42:37.000,2023-05-31 02:41:00,1,2023-05-31
2023-05-31 04:14:54.468,2023-05-31 04:14:00,0,2023-05-31
2023-05-31 12:42:55.739,2023-05-31 12:40:00,2,2023-05-31
2023-05-31 23:53:53.343,2023-05-31 23:52:00,1,2023-05-31
2023-06-01 06:24:47.500,2023-06-01 02:44:00,220,2023-06-01
2023-06-02 01:30:03.817,2023-06-02 01:29:00,1,2023-06-02
2023-06-02 10:43:16.539,2023-06-02 10:43:00,0,2023-06-02
2023-06-02 15:05:27.838,2023-06-02 15:05:00,0,2023-06-02
2023-06-02 19:45:00.473,2023-06-02 19:45:00,0,2023-06-02
2023-06-03 01:05:46.972,2023-06-03 01:04:00,1,2023-06-03
2023-06-03 12:28:15.828,2023-06-03 12:28:00,0,2023-06-03
2023-06-04 11:29:58.856,2023-06-04 11:26:00,3,2023-06-04
2023-06-05 05:25:23.745,2023-06-05 05:25:00,0,2023-06-05
2023-06-05 10:03:09.490,2023-06-05 10:03:00,0,2023-06-05
2023-06-06 00:08:06.937,2023-06-06 00:08:00,0,2023-06-06
2023-06-06 08:59:09.122,2023-06-06 08:59:00,0,2023-06-06
2023-06-06 12:42:58.815,2023-06-06 12:42:00,0,2023-06-06
2023-06-06 16:54:01.235,2023-06-06 16:54:00,0,2023-06-06
2023-06-06 19:25:10.925,2023-06-06 19:25:00,0,2023-06-06
2023-06-07 07:42:26.509,2023-06-07 07:42:00,0,2023-06-07
2023-06-07 21:08:45.280,2023-06-07 21:08:00,0,2023-06-07
2023-06-08 15:41:19.650,2023-06-08 15:41:00,0,2023-06-08
2023-06-08 17:27:31.812,2023-06-08 17:27:00,0,2023-06-08
2023-06-09 00:09:57.357,2023-06-09 00:06:00,3,2023-06-09
2023-06-09 07:37:54.399,2023-06-09 07:34:00,3,2023-06-09
2023-06-10 02:37:42.152,2023-06-10 02:37:00,0,2023-06-10
2023-06-10 09:49:43.000,2023-06-10 09:48:00,1,2023-06-10
2023-06-10 18:54:35.301,2023-06-10 18:54:00,0,2023-06-10
2023-06-11 08:26:31.500,2023-06-11 08:26:00,0,2023-06-11
2023-06-11 08:56:46.144,2023-06-11 08:56:00,0,2023-06-11
2023-06-11 11:21:08.893,2023-06-11 11:21:00,0,2023-06-11
2023-06-11 11:46:27.136,2023-06-11 11:45:00,1,2023-06-11
2023-06-11 23:40:38.460,2023-06-11 23:40:00,0,2023-06-11
2023-06-12 03:04:07.574,2023-06-12 03:02:00,2,2023-06-12
2023-06-12 12:13:56.500,2023-06-12 12:12:00,1,2023-06-12
2023-06-12 16:34:38.105,2023-06-12 16:34:00,0,2023-06-12
2023-06-12 16:40:26.966,2023-06-12 16:40:00,0,2023-06-12
2023-06-13 05:54:21.069,2023-06-13 05:54:00,0,2023-06-13
2023-06-15 10:23:36.788,2023-06-15 10:23:00,0,2023-06-15
2023-06-15 10:50:24.372,2023-06-15 10:50:00,0,2023-06-15
2023-06-16 07:06:21.063,2023-06-16 07:04:00,2,2023-06-16
2023-06-16 17:23:13.567,2023-06-16 17:22:00,1,2023-06-16
2023-06-17 03:47:20.800,2023-06-17 03:45:00,2,2023-06-17
2023-06-17 05:12:00.185,2023-06-17 05:10:00,2,2023-06-17
2023-06-18 10:40:24.763,2023-06-18 10:40:00,0,2023-06-18
2023-06-18 15:04:16.230,2023-06-18 15:04:00,0,2023-06-18
2023-06-19 00:04:40.148,2023-06-19 00:03:00,1,2023-06-19
2023-06-22 12:07:31.217,2023-06-22 12:07:00,0,2023-06-22
2023-06-23 08:07:17.779,2023-06-23 08:07:00,0,2023-06-23
2023-06-23 09:39:33.089,2023-06-23 09:39:00,0,2023-06-23
2023-06-27 09:11:35.011,2023-06-27 09:11:00,0,2023-06-27
2023-06-28 00:57:35.161,2023-06-28 00:53:00,4,2023-06-28
2023-06-30 00:26:24.332,2023-06-30 00:26:00,0,2023-06-30
2023-07-01 07:59:10.917,2023-07-01 07:57:00,2,2023-07-01
2023-07-02 07:21:56.093,2023-07-02 07:20:00,1,2023-07-02
2023-07-02 09:04:22.840,2023-07-02 09:04:00,0,2023-07-02
2023-07-02 09:50:41.380,2023-07-02 09:49:00,1,2023-07-02
2023-07-02 14:09:15.185,2023-07-02 14:09:00,0,2023-07-02
2023-07-03 01:13:38.851,2023-07-03 01:13:00,0,2023-07-03
2023-07-03 14:01:07.155,2023-07-03 14:01:00,0,2023-07-03
2023-07-03 19:24:00.924,2023-07-03 19:24:00,0,2023-07-03
2023-07-04 08:33:53.780,2023-07-04 08:32:00,1,2023-07-04
2023-07-04 12:35:30.963,2023-07-04 12:33:00,2,2023-07-04
2023-07-04 23:31:15.764,2023-07-04 23:31:00,0,2023-07-04
2023-07-07 00:35:49.495,2023-07-07 00:35:00,0,2023-07-07
2023-07-07 15:19:20.221,2023-07-07 15:14:00,5,2023-07-07
2023-07-07 15:54:31.229,2023-07-07 15:52:00,2,2023-07-07
2023-07-08 09:29:34.439,2023-07-08 09:29:00,0,2023-07-08
2023-07-08 16:41:50.163,2023-07-08 16:41:00,0,2023-07-08
2023-07-08 20:36:03.523,2023-07-08 20:36:00,0,2023-07-08
2023-07-09 21:39:09.649,2023-07-09 21:39:00,0,2023-07-09
2023-07-09 22:37:49.388,2023-07-09 22:37:00,0,2023-07-09
2023-07-09 22:48:28.396,2023-07-09 22:47:00,1,2023-07-09
2023-07-09 23:22:30.471,2023-07-09 23:22:00,0,2023-07-09
2023-07-09 23:48:31.776,2023-07-09 23:47:00,1,2023-07-09
2023-07-10 00:38:44.658,2023-07-10 00:38:00,0,2023-07-10
2023-07-10 00:38:45.085,2023-07-10 00:38:00,0,2023-07-10
2023-07-10 00:43:58.549,2023-07-10 00:43:00,0,2023-07-10
2023-07-14 22:46:58.708,2023-07-14 22:46:00,0,2023-07-14
2023-07-16 03:07:22.432,2023-07-16 03:07:00,0,2023-07-16
2023-07-20 15:03:49.289,2023-07-20 15:03:00,0,2023-07-20
2023-07-21 13:06:19.590,2023-07-21 13:06:00,0,2023-07-21
2023-07-22 22:10:48.147,2023-07-22 22:10:00,0,2023-07-22
2023-07-23 00:23:39.288,2023-07-23 00:23:00,0,2023-07-23
2023-07-23 19:55:28.359,2023-07-23 19:55:00,0,2023-07-23
2023-07-26 04:31:24.710,2023-07-26 04:31:00,0,2023-07-26
2023-07-28 14:04:05.997,2023-07-28 14:04:00,0,2023-07-28
2023-07-29 03:02:57.524,2023-07-29 03:02:00,0,2023-07-29
2023-07-29 06:40:49.158,2023-07-29 06:40:00,0,2023-07-29
2023-07-29 06:50:15.004,2023-07-29 06:50:00,0,2023-07-29
2023-07-31 05:01:05.813,2023-07-31 05:01:00,0,2023-07-31
2023-08-01 03:36:01.560,2023-08-01 03:35:00,1,2023-08-01
2023-08-02 02:39:17.250,2023-08-02 02:39:00,0,2023-08-02
2023-08-02 03:43:55.335,2023-08-02 03:43:00,0,2023-08-02
2023-08-03 21:17:41.627,2023-08-03 21:17:00,0,2023-08-03
2023-08-08 22:34:25.738,2023-08-08 22:33:00,1,2023-08-08
2023-08-09 02:40:53.214,2023-08-09 02:39:00,1,2023-08-09
2023-08-09 05:02:33.631,2023-08-09 05:02:00,0,2023-08-09
2023-08-09 13:56:05.868,2023-08-09 13:56:00,0,2023-08-09
2023-08-10 03:45:12.395,2023-08-10 03:45:00,0,2023-08-10
2023-08-13 05:32:34.000,2023-08-13 05:32:00,0,2023-08-13
2023-08-15 21:01:54.792,2023-08-15 21:01:00,0,2023-08-15
2023-08-16 01:54:33.390,2023-08-16 01:54:00,0,2023-08-16
2023-08-17 04:04:01.513,2023-08-17 04:04:00,0,2023-08-17
2023-08-18 17:19:55.475,2023-08-18 16:56:00,23,2023-08-18
2023-08-18 19:03:35.490,2023-08-18 19:03:00,0,2023-08-18
2023-08-19 01:50:18.648,2023-08-19 01:50:00,0,2023-08-19
2023-08-20 01:46:24.795,2023-08-20 01:45:00,1,2023-08-20
2023-08-20 17:41:05.212,2023-08-20 17:41:00,0,2023-08-20
2023-08-21 12:19:27.189,2023-08-21 12:19:00,0,2023-08-21
2023-08-21 16:06:37.848,2023-08-21 16:05:00,1,2023-08-21
2023-08-21 18:27:57.313,2023-08-21 18:27:00,0,2023-08-21
2023-08-22 13:53:27.295,2023-08-22 13:53:00,0,2023-08-22
2023-08-23 19:51:08.473,2023-08-23 19:51:00,0,2023-08-23
2023-08-25 01:48:39.053,2023-08-25 01:48:00,0,2023-08-25
2023-08-25 03:09:18.755,2023-08-25 03:09:00,0,2023-08-25
2023-08-25 10:28:55.908,2023-08-25 10:28:00,0,2023-08-25
2023-08-25 14:27:49.290,2023-08-25 14:27:00,0,2023-08-25
2023-08-25 16:47:42.502,2023-08-25 16:47:00,0,2023-08-25
2023-08-26 05:17:58.125,2023-08-26 05:17:00,0,2023-08-26
2023-08-26 14:30:05.834,2023-08-26 14:30:00,0,2023-08-26
2023-08-26 21:45:04.809,2023-08-26 21:45:00,0,2023-08-26
2023-08-27 03:40:15.747,2023-08-27 03:40:00,0,2023-08-27
2023-08-28 07:58:53.540,2023-08-28 07:58:00,0,2023-08-28
2023-08-28 08:33:20.249,2023-08-28 08:33:00,0,2023-08-28
2023-08-28 14:13:47.665,2023-08-28 14:13:00,0,2023-08-28
2023-08-29 02:13:26.124,2023-08-29 02:13:00,0,2023-08-29
2023-08-29 02:20:10.458,2023-08-29 02:19:00,1,2023-08-29
2023-08-29 09:04:00.669,2023-08-29 09:04:00,0,2023-08-29
2023-08-29 23:52:35.483,2023-08-29 23:52:00,0,2023-08-29
2023-08-30 05:26:13.166,2023-08-30 05:25:00,1,2023-08-30
2023-08-30 09:04:10.500,2023-08-30 09:04:00,0,2023-08-30
2023-08-31 00:05:57.875,2023-08-31 00:05:00,0,2023-08-31
2023-08-31 02:50:43.260,2023-08-31 02:50:00,0,2023-08-31
2023-08-31 16:22:46.863,2023-08-31 16:22:00,0,2023-08-31
2023-09-01 10:24:57.307,2023-09-01 10:24:00,0,2023-09-01
2023-09-01 21:24:57.307,2023-09-01 21:23:00,1,2023-09-01
2023-09-02 07:49:43.055,2023-09-02 07:47:00,2,2023-09-02
2023-09-03 06:15:57.070,2023-09-03 06:15:00,0,2023-09-03
2023-09-03 11:40:14.372,2023-09-03 11:39:00,1,2023-09-03
2023-09-04 05:44:03.599,2023-09-04 05:44:00,0,2023-09-04
